# Países;Fecha;Super 95;Super 95 (Sin imp.);Diesel;Diesel (Sin imp.);Diesel Cal.;Diesel Cal. (Sin imp.)
España;03/10/2011;1,311€;0,669€;1,262€;0,724€;0,859€;0,642€
España;26/09/2011;1,330€;0,684€;1,275€;0,735€;0,868€;0,650€
España;19/09/2011;1,352€;0,704€;1,276€;0,735€;0,865€;0,647€
España;12/09/2011;1,357€;0,707€;1,277€;0,736€;0,862€;0,644€
España;05/09/2011;1,354€;0,705€;1,265€;0,726€;0,855€;0,639€
España;29/08/2011;1,319€;0,676€;1,243€;0,708€;0,852€;0,636€
España;22/08/2011;1,311€;0,669€;1,239€;0,704€;0,845€;0,631€
España;08/08/2011;1,338€;0,691€;1,268€;0,728€;0,869€;0,651€
España;01/08/2011;1,354€;0,705€;1,281€;0,740€;0,878€;0,659€
España;25/07/2011;1,356€;0,707€;1,283€;0,741€;0,875€;0,656€
España;18/07/2011;1,357€;0,707€;1,284€;0,742€;0,868€;0,650€
España;11/07/2011;1,333€;0,687€;1,259€;0,721€;0,834€;0,621€
España;04/07/2011;1,310€;0,668€;1,243€;0,707€;0,835€;0,621€
España;27/06/2011;1,306€;0,664€;1,243€;0,708€;0,849€;0,634€
España;20/06/2011;1,323€;0,679€;1,272€;0,732€;0,855€;0,640€
España;13/06/2011;1,319€;0,675€;1,264€;0,725€;0,845€;0,630€
España;06/06/2011;1,324€;0,680€;1,252€;0,715€;0,846€;0,631€
España;30/05/2011;1,349€;0,700€;1,260€;0,722€;0,844€;0,629€
España;23/05/2011;1,325€;0,681€;1,240€;0,705€;0,836€;0,623€
España;16/05/2011;1,345€;0,697€;1,245€;0,709€;0,853€;0,637€
España;09/05/2011;1,347€;0,699€;1,242€;0,707€;0,868€;0,650€
España;02/05/2011;1,382€;0,728€;1,294€;0,751€;0,885€;0,664€
España;18/04/2011;1,364€;0,713€;1,302€;0,758€;0,897€;0,675€
España;11/04/2011;1,354€;0,705€;1,308€;0,763€;0,885€;0,664€
España;04/04/2011;1,337€;0,690€;1,292€;0,749€;0,882€;0,662€
España;28/03/2011;1,331€;0,685€;1,287€;0,745€;0,883€;0,662€
España;21/03/2011;1,305€;0,663€;1,293€;0,750€;0,880€;0,659€
España;14/03/2011;1,325€;0,680€;1,292€;0,749€;0,881€;0,660€
España;07/03/2011;1,322€;0,677€;1,289€;0,747€;0,865€;0,647€
España;28/02/2011;1,309€;0,667€;1,267€;0,728€;0,843€;0,629€
España;21/02/2011;1,285€;0,648€;1,248€;0,713€;0,826€;0,614€
España;14/02/2011;1,271€;0,635€;1,237€;0,702€;0,814€;0,604€
España;07/02/2011;1,271€;0,634€;1,234€;0,700€;0,811€;0,601€
España;31/01/2011;1,259€;0,624€;1,205€;0,675€;0,797€;0,589€
España;24/01/2011;1,271€;0,635€;1,210€;0,680€;0,800€;0,591€
España;17/01/2011;1,286€;0,647€;1,217€;0,686€;0,796€;0,588€
España;10/01/2011;1,265€;0,629€;1,194€;0,666€;0,780€;0,575€
España;03/01/2011;1,257€;0,622€;1,187€;0,660€;0,778€;0,574€
España;17/12/2012;1,374€;0,672€;1,341€;0,740€;0,936€;0,687€
España;10/12/2012;1,376€;0,673€;1,346€;0,743€;0,951€;0,699€
España;03/12/2012;1,377€;0,674€;1,355€;0,751€;0,953€;0,701€
España;26/11/2012;1,374€;0,672€;1,351€;0,747€;0,960€;0,707€
España;19/11/2012;1,372€;0,670€;1,346€;0,743€;0,958€;0,705€
España;12/11/2012;1,364€;0,664€;1,351€;0,747€;0,961€;0,708€
España;05/11/2012;1,380€;0,677€;1,367€;0,761€;0,972€;0,718€
España;29/10/2012;1,392€;0,687€;1,386€;0,778€;0,986€;0,729€
España;22/10/2012;1,437€;0,725€;1,404€;0,793€;0,991€;0,733€
España;15/10/2012;1,498€;0,776€;1,428€;0,813€;0,993€;0,734€
España;08/10/2012;1,477€;0,758€;1,418€;0,805€;0,983€;0,726€
España;01/10/2012;1,475€;0,756€;1,415€;0,802€;0,980€;0,723€
España;24/09/2012;1,462€;0,745€;1,412€;0,799€;0,990€;0,732€
España;17/09/2012;1,501€;0,778€;1,432€;0,816€;1,008€;0,747€
España;10/09/2012;1,519€;0,793€;1,441€;0,824€;1,011€;0,750€
España;03/09/2012;1,522€;0,796€;1,445€;0,827€;1,003€;0,743€
España;27/08/2012;1,513€;0,819€;1,423€;0,838€;0,986€;0,749€
España;20/08/2012;1,512€;0,819€;1,420€;0,836€;0,962€;0,729€
España;13/08/2012;1,471€;0,783€;1,395€;0,815€;0,949€;0,718€
España;06/08/2012;1,441€;0,758€;1,362€;0,787€;0,943€;0,712€
España;30/07/2012;1,429€;0,749€;1,374€;0,797€;0,938€;0,709€
España;23/07/2012;1,430€;0,749€;1,378€;0,801€;0,930€;0,702€
España;16/07/2012;1,403€;0,726€;1,338€;0,766€;0,902€;0,678€
España;09/07/2012;1,398€;0,722€;1,325€;0,755€;0,884€;0,663€
España;02/07/2012;1,349€;0,680€;1,285€;0,722€;0,866€;0,648€
España;25/06/2012;1,348€;0,681€;1,281€;0,719€;0,875€;0,656€
España;18/06/2012;1,361€;0,697€;1,291€;0,733€;0,883€;0,663€
España;11/06/2012;1,373€;0,707€;1,299€;0,739€;0,891€;0,668€
España;04/06/2012;1,402€;0,731€;1,319€;0,756€;0,920€;0,694€
España;28/05/2012;1,410€;0,738€;1,330€;0,767€;0,929€;0,701€
España;21/05/2012;1,407€;0,736€;1,345€;0,779€;0,935€;0,706€
España;14/05/2012;1,415€;0,743€;1,350€;0,783€;0,944€;0,714€
España;07/05/2012;1,437€;0,761€;1,374€;0,803€;0,960€;0,727€
España;30/04/2012;1,458€;0,782€;1,372€;0,805€;0,959€;0,727€
España;23/04/2012;1,474€;0,796€;1,373€;0,805€;0,960€;0,727€
España;16/04/2012;1,499€;0,817€;1,376€;0,808€;0,967€;0,734€
España;02/04/2012;1,498€;0,816€;1,393€;0,822€;0,968€;0,735€
España;26/03/2012;1,479€;0,803€;1,389€;0,822€;0,976€;0,742€
España;19/03/2012;1,477€;0,802€;1,399€;0,832€;0,980€;0,744€
España;12/03/2012;1,451€;0,780€;1,391€;0,824€;0,965€;0,732€
España;05/03/2012;1,437€;0,768€;1,365€;0,802€;0,961€;0,729€
España;27/02/2012;1,432€;0,768€;1,373€;0,813€;0,965€;0,732€
España;20/02/2012;1,415€;0,754€;1,368€;0,810€;0,955€;0,724€
España;13/02/2012;1,393€;0,735€;1,350€;0,794€;0,950€;0,719€
España;06/02/2012;1,378€;0,722€;1,326€;0,773€;0,929€;0,701€
España;30/01/2012;1,371€;0,716€;1,322€;0,770€;0,928€;0,700€
España;23/01/2012;1,370€;0,716€;1,335€;0,781€;0,938€;0,709€
España;16/01/2012;1,367€;0,713€;1,361€;0,803€;0,936€;0,708€
España;09/01/2012;1,358€;0,705€;1,336€;0,782€;0,914€;0,688€
España;16/12/2013;1,396€;0,690€;1,347€;0,744€;0,902€;0,658€
España;09/12/2013;1,405€;0,697€;1,361€;0,755€;0,902€;0,658€
España;02/12/2013;1,406€;0,698€;1,357€;0,752€;0,908€;0,663€
España;25/11/2013;1,400€;0,693€;1,344€;0,741€;0,894€;0,652€
España;18/11/2013;1,391€;0,685€;1,337€;0,735€;0,888€;0,647€
España;11/11/2013;1,379€;0,675€;1,336€;0,735€;0,890€;0,648€
España;04/11/2013;1,383€;0,679€;1,339€;0,737€;0,892€;0,650€
España;28/10/2013;1,399€;0,692€;1,347€;0,744€;0,907€;0,662€
España;21/10/2013;1,408€;0,699€;1,362€;0,756€;0,901€;0,657€
España;14/10/2013;1,407€;0,699€;1,361€;0,755€;0,901€;0,657€
España;07/10/2013;1,411€;0,702€;1,359€;0,754€;0,900€;0,656€
España;30/09/2013;1,416€;0,706€;1,361€;0,756€;0,912€;0,666€
España;23/09/2013;1,425€;0,713€;1,380€;0,771€;0,926€;0,678€
España;16/09/2013;1,454€;0,737€;1,397€;0,785€;0,941€;0,689€
España;09/09/2013;1,478€;0,757€;1,401€;0,788€;0,949€;0,696€
España;02/09/2013;1,470€;0,750€;1,382€;0,772€;0,932€;0,682€
España;26/08/2013;1,457€;0,739€;1,371€;0,763€;0,914€;0,667€
España;19/08/2013;1,449€;0,733€;1,361€;0,755€;0,907€;0,663€
España;12/08/2013;1,451€;0,734€;1,359€;0,754€;0,879€;0,639€
España;05/08/2013;1,458€;0,740€;1,364€;0,757€;0,887€;0,646€
España;29/07/2013;1,472€;0,751€;1,376€;0,767€;0,909€;0,664€
España;22/07/2013;1,473€;0,753€;1,373€;0,765€;0,919€;0,672€
España;15/07/2013;1,451€;0,734€;1,364€;0,757€;0,914€;0,667€
España;08/07/2013;1,422€;0,711€;1,339€;0,736€;0,898€;0,655€
España;01/07/2013;1,421€;0,710€;1,333€;0,731€;0,875€;0,636€
España;24/06/2013;1,426€;0,714€;1,334€;0,732€;0,888€;0,646€
España;17/06/2013;1,424€;0,713€;1,326€;0,726€;0,883€;0,642€
España;10/06/2013;1,430€;0,718€;1,329€;0,729€;0,881€;0,640€
España;03/06/2013;1,436€;0,722€;1,343€;0,740€;0,893€;0,651€
España;27/05/2013;1,437€;0,723€;1,349€;0,745€;0,891€;0,649€
España;20/05/2013;1,412€;0,702€;1,330€;0,729€;0,884€;0,643€
España;13/05/2013;1,405€;0,697€;1,324€;0,725€;0,877€;0,637€
España;06/05/2013;1,397€;0,690€;1,305€;0,709€;0,876€;0,637€
España;29/04/2013;1,403€;0,695€;1,309€;0,712€;0,877€;0,637€
España;22/04/2013;1,404€;0,696€;1,311€;0,714€;0,883€;0,642€
España;15/04/2013;1,428€;0,716€;1,342€;0,740€;0,908€;0,663€
España;08/04/2013;1,465€;0,746€;1,374€;0,766€;0,925€;0,677€
España;25/03/2013;1,453€;0,736€;1,363€;0,757€;0,926€;0,678€
España;18/03/2013;1,444€;0,729€;1,370€;0,763€;0,936€;0,686€
España;11/03/2013;1,455€;0,738€;1,377€;0,769€;0,937€;0,687€
España;04/03/2013;1,489€;0,766€;1,398€;0,786€;0,954€;0,701€
España;25/02/2013;1,509€;0,783€;1,415€;0,800€;0,972€;0,716€
España;18/02/2013;1,484€;0,762€;1,410€;0,796€;0,968€;0,713€
España;11/02/2013;1,462€;0,744€;1,389€;0,778€;0,957€;0,704€
España;04/02/2013;1,453€;0,737€;1,378€;0,770€;0,948€;0,696€
España;28/01/2013;1,427€;0,716€;1,375€;0,767€;0,949€;0,697€
España;21/01/2013;1,412€;0,704€;1,367€;0,761€;0,943€;0,693€
España;14/01/2013;1,424€;0,713€;1,377€;0,769€;0,944€;0,693€
España;07/01/2013;1,400€;0,694€;1,363€;0,757€;0,931€;0,684€
España;29/12/2014;1,218€;0,541€;1,162€;0,590€;0,727€;0,512€
España;22/12/2014;1,218€;0,541€;1,162€;0,590€;0,727€;0,512€
España;15/12/2014;1,218€;0,541€;1,162€;0,590€;0,727€;0,512€
España;08/12/2014;1,254€;0,571€;1,195€;0,617€;0,766€;0,543€
España;01/12/2014;1,294€;0,604€;1,229€;0,644€;0,777€;0,555€
España;24/11/2014;1,308€;0,616€;1,241€;0,655€;0,786€;0,562€
España;17/11/2014;1,328€;0,633€;1,263€;0,672€;0,809€;0,581€
España;10/11/2014;1,331€;0,635€;1,266€;0,675€;0,812€;0,584€
España;03/11/2014;1,332€;0,636€;1,264€;0,674€;0,811€;0,583€
España;27/10/2014;1,329€;0,633€;1,260€;0,670€;0,812€;0,583€
España;20/10/2014;1,352€;0,653€;1,274€;0,682€;0,812€;0,583€
España;13/10/2014;1,392€;0,686€;1,298€;0,702€;0,842€;0,608€
España;06/10/2014;1,405€;0,696€;1,313€;0,714€;0,857€;0,621€
España;29/09/2014;1,402€;0,694€;1,313€;0,714€;0,860€;0,623€
España;22/09/2014;1,406€;0,697€;1,319€;0,719€;0,869€;0,631€
España;15/09/2014;1,416€;0,705€;1,327€;0,725€;0,869€;0,630€
España;08/09/2014;1,417€;0,706€;1,328€;0,726€;0,871€;0,632€
España;01/09/2014;1,413€;0,703€;1,325€;0,724€;0,870€;0,631€
España;25/08/2014;1,407€;0,698€;1,319€;0,719€;0,871€;0,631€
España;18/08/2014;1,414€;0,704€;1,326€;0,725€;0,876€;0,635€
España;11/08/2014;1,410€;0,700€;1,325€;0,724€;0,874€;0,633€
España;04/08/2014;1,405€;0,697€;1,316€;0,716€;0,873€;0,633€
España;28/07/2014;1,424€;0,712€;1,319€;0,719€;0,868€;0,630€
España;21/07/2014;1,437€;0,723€;1,321€;0,721€;0,874€;0,635€
España;14/07/2014;1,444€;0,728€;1,328€;0,726€;0,881€;0,639€
España;07/07/2014;1,452€;0,735€;1,338€;0,735€;0,886€;0,644€
España;30/06/2014;1,457€;0,739€;1,347€;0,742€;0,891€;0,649€
España;23/06/2014;1,449€;0,732€;1,341€;0,737€;0,886€;0,645€
España;16/06/2014;1,428€;0,715€;1,320€;0,720€;0,875€;0,636€
España;09/06/2014;1,422€;0,710€;1,316€;0,717€;0,875€;0,635€
España;02/06/2014;1,428€;0,715€;1,327€;0,726€;0,883€;0,642€
España;26/05/2014;1,424€;0,711€;1,326€;0,724€;0,881€;0,640€
España;19/05/2014;1,415€;0,705€;1,322€;0,721€;0,875€;0,635€
España;12/05/2014;1,417€;0,706€;1,315€;0,716€;0,870€;0,631€
España;05/05/2014;1,428€;0,715€;1,327€;0,725€;0,875€;0,635€
España;28/04/2014;1,428€;0,715€;1,329€;0,727€;0,875€;0,635€
España;14/04/2014;1,410€;0,700€;1,320€;0,720€;0,868€;0,630€
España;07/04/2014;1,400€;0,692€;1,319€;0,719€;0,867€;0,629€
España;31/03/2014;1,399€;0,691€;1,320€;0,720€;0,873€;0,634€
España;24/03/2014;1,393€;0,686€;1,315€;0,716€;0,868€;0,630€
España;17/03/2014;1,392€;0,686€;1,323€;0,723€;0,879€;0,639€
España;10/03/2014;1,400€;0,692€;1,335€;0,732€;0,891€;0,649€
España;03/03/2014;1,408€;0,698€;1,342€;0,738€;0,891€;0,650€
España;24/02/2014;1,402€;0,694€;1,340€;0,736€;0,895€;0,652€
España;17/02/2014;1,396€;0,689€;1,338€;0,735€;0,890€;0,649€
España;10/02/2014;1,388€;0,682€;1,336€;0,733€;0,895€;0,652€
España;03/02/2014;1,387€;0,681€;1,336€;0,733€;0,892€;0,650€
España;27/01/2014;1,389€;0,683€;1,339€;0,736€;0,888€;0,647€
España;20/01/2014;1,387€;0,681€;1,335€;0,732€;0,901€;0,657€
España;13/01/2014;1,395€;0,688€;1,343€;0,739€;0,896€;0,653€
España;06/01/2014;1,407€;0,698€;1,358€;0,751€;0,912€;0,666€
España;14/12/2015;1,141€;0,481€;1,006€;0,464€;0,558€;0,374€
España;07/12/2015;1,162€;0,499€;1,039€;0,491€;0,600€;0,406€
España;30/11/2015;1,166€;0,502€;1,054€;0,503€;0,603€;0,411€
España;23/11/2015;1,157€;0,494€;1,051€;0,501€;0,602€;0,411€
España;16/11/2015;1,170€;0,505€;1,066€;0,513€;0,615€;0,420€
España;09/11/2015;1,172€;0,507€;1,067€;0,515€;0,614€;0,420€
España;02/11/2015;1,155€;0,493€;1,053€;0,503€;0,607€;0,414€
España;26/10/2015;1,151€;0,490€;1,051€;0,501€;0,602€;0,410€
España;19/10/2015;1,166€;0,502€;1,063€;0,511€;0,611€;0,417€
España;12/10/2015;1,178€;0,512€;1,077€;0,523€;0,630€;0,432€
España;05/10/2015;1,170€;0,506€;1,070€;0,517€;0,619€;0,424€
España;28/09/2015;1,175€;0,509€;1,071€;0,517€;0,618€;0,424€
España;21/09/2015;1,179€;0,513€;1,072€;0,519€;0,617€;0,423€
España;14/09/2015;1,195€;0,526€;1,085€;0,529€;0,633€;0,436€
España;07/09/2015;1,194€;0,525€;1,081€;0,526€;0,619€;0,424€
España;31/08/2015;1,184€;0,517€;1,054€;0,503€;0,604€;0,412€
España;24/08/2015;1,233€;0,557€;1,087€;0,531€;0,641€;0,440€
España;17/08/2015;1,253€;0,573€;1,096€;0,538€;0,661€;0,457€
España;10/08/2015;1,272€;0,589€;1,106€;0,546€;0,663€;0,459€
España;03/08/2015;1,284€;0,600€;1,120€;0,558€;0,678€;0,470€
España;27/07/2015;1,307€;0,619€;1,138€;0,573€;0,696€;0,488€
España;20/07/2015;1,321€;0,630€;1,145€;0,579€;0,698€;0,489€
España;13/07/2015;1,332€;0,639€;1,158€;0,589€;0,709€;0,498€
España;06/07/2015;1,327€;0,635€;1,178€;0,606€;0,717€;0,505€
España;29/06/2015;1,325€;0,633€;1,177€;0,605€;0,721€;0,509€
España;22/06/2015;1,338€;0,644€;1,182€;0,610€;0,721€;0,508€
España;15/06/2015;1,330€;0,638€;1,186€;0,613€;0,724€;0,509€
España;08/06/2015;1,323€;0,632€;1,195€;0,620€;0,747€;0,530€
España;01/06/2015;1,319€;0,628€;1,201€;0,625€;0,745€;0,529€
España;25/05/2015;1,315€;0,625€;1,204€;0,627€;0,742€;0,526€
España;18/05/2015;1,311€;0,621€;1,203€;0,626€;0,743€;0,527€
España;11/05/2015;1,315€;0,625€;1,205€;0,628€;0,745€;0,528€
España;04/05/2015;1,317€;0,627€;1,201€;0,625€;0,741€;0,525€
España;27/04/2015;1,308€;0,619€;1,197€;0,621€;0,731€;0,517€
España;20/04/2015;1,288€;0,603€;1,180€;0,607€;0,713€;0,502€
España;13/04/2015;1,261€;0,581€;1,153€;0,585€;0,697€;0,489€
España;30/03/2015;1,267€;0,585€;1,156€;0,587€;0,704€;0,494€
España;23/03/2015;1,262€;0,581€;1,160€;0,591€;0,706€;0,497€
España;16/03/2015;1,269€;0,587€;1,179€;0,606€;0,718€;0,506€
España;09/03/2015;1,259€;0,578€;1,178€;0,606€;0,722€;0,510€
España;02/03/2015;1,237€;0,561€;1,171€;0,600€;0,715€;0,503€
España;23/02/2015;1,225€;0,551€;1,162€;0,593€;0,709€;0,499€
España;16/02/2015;1,209€;0,538€;1,141€;0,575€;0,692€;0,485€
España;09/02/2015;1,179€;0,512€;1,108€;0,548€;0,673€;0,469€
España;02/02/2015;1,136€;0,477€;1,072€;0,518€;0,628€;0,432€
España;26/01/2015;1,121€;0,465€;1,059€;0,508€;0,619€;0,424€
España;19/01/2015;1,117€;0,461€;1,057€;0,505€;0,627€;0,430€
España;12/01/2015;1,132€;0,474€;1,080€;0,524€;0,641€;0,442€
España;05/01/2015;1,151€;0,488€;1,102€;0,542€;0,664€;0,461€
España;19/12/2016;1,216€;0,543€;1,106€;0,546€;0,650€;0,449€
España;12/12/2016;1,203€;0,532€;1,090€;0,533€;0,644€;0,443€
España;05/12/2016;1,184€;0,517€;1,070€;0,516€;0,621€;0,424€
España;28/11/2016;1,174€;0,509€;1,059€;0,508€;0,606€;0,412€
España;21/11/2016;1,159€;0,496€;1,041€;0,493€;0,591€;0,400€
España;14/11/2016;1,162€;0,498€;1,042€;0,493€;0,593€;0,402€
España;07/11/2016;1,180€;0,513€;1,061€;0,509€;0,604€;0,410€
España;31/10/2016;1,190€;0,521€;1,075€;0,521€;0,615€;0,418€
España;24/10/2016;1,189€;0,521€;1,073€;0,519€;0,612€;0,416€
España;17/10/2016;1,186€;0,518€;1,067€;0,514€;0,611€;0,416€
España;10/10/2016;1,179€;0,512€;1,053€;0,502€;0,603€;0,409€
España;03/10/2016;1,160€;0,497€;1,033€;0,486€;0,583€;0,392€
España;26/09/2016;1,156€;0,494€;1,028€;0,482€;0,581€;0,391€
España;19/09/2016;1,158€;0,495€;1,029€;0,482€;0,575€;0,386€
España;12/09/2016;1,155€;0,492€;1,028€;0,481€;0,572€;0,383€
España;05/09/2016;1,159€;0,496€;1,035€;0,487€;0,648€;0,446€
España;29/08/2016;1,157€;0,494€;1,037€;0,489€;0,674€;0,467€
España;22/08/2016;1,145€;0,484€;1,024€;0,478€;0,616€;0,421€
España;15/08/2016;1,132€;0,473€;1,004€;0,461€;0,623€;0,427€
España;08/08/2016;1,122€;0,465€;0,996€;0,455€;0,581€;0,392€
España;01/08/2016;1,134€;0,476€;1,015€;0,471€;0,560€;0,375€
España;25/07/2016;1,144€;0,484€;1,027€;0,480€;0,575€;0,385€
España;18/07/2016;1,150€;0,488€;1,031€;0,484€;0,578€;0,388€
España;11/07/2016;1,168€;0,503€;1,042€;0,493€;0,589€;0,400€
España;04/07/2016;1,183€;0,516€;1,050€;0,500€;0,586€;0,397€
España;27/06/2016;1,184€;0,517€;1,048€;0,498€;0,592€;0,401€
España;20/06/2016;1,179€;0,513€;1,052€;0,502€;0,590€;0,400€
España;13/06/2016;1,186€;0,518€;1,057€;0,505€;0,595€;0,404€
España;06/06/2016;1,192€;0,523€;1,055€;0,504€;0,594€;0,403€
España;30/05/2016;1,190€;0,522€;1,048€;0,498€;0,579€;0,391€
España;23/05/2016;1,178€;0,512€;1,032€;0,485€;0,565€;0,379€
España;16/05/2016;1,157€;0,494€;1,008€;0,465€;0,547€;0,365€
España;09/05/2016;1,160€;0,497€;1,006€;0,463€;0,545€;0,363€
España;02/05/2016;1,164€;0,500€;1,004€;0,462€;0,542€;0,358€
España;25/04/2016;1,152€;0,490€;0,986€;0,447€;0,526€;0,347€
